,family_id,id,title,abstract,application_number,cpc,filing_date,filing_status,jurisdiction,original_assignees,priority_year,publication_date,publication_year,scope,pillar,research_category,endproduct,ingredient,subpillar
1330,86095751.0,EP-4697983-A1,HUMAN MILK OLIGOSACCHARIDES,"The present disclosure relates a composition for use in balancing the immune system of a newborn or infant subject, said composition comprising an effective amount of 2'-fucosyllactose, 3-fucosyllactose, 3'-sialyllactose, 6'-sialyllactose, and lacto-N-tetraose.",EP24718848.5,"['A61K31/715', 'A61K31/75', 'A61P37/02', 'A61K31/702', 'A23V2002/00', 'A23L33/135', 'A23L33/21', 'A61P37/00', 'A23L33/125', 'A23V2200/324', 'A61P37/08']",2024-04-18,Application,EP,"[{'city_name': 'Horsholm', 'country_code': 'DK', 'country_name': 'Denmark', 'id': 'grid.424026.6', 'linkout': ['http://www.chr-hansen.com/#'], 'name': 'Chr Hansen AS', 'types': ['Company']}]",2023.0,2026-02-25,2026,out,,,,,
1331,86095751.0,KR-20260002698-A,human milk oligosaccharides,"The present disclosure relates to a composition for use in maintaining the balance of the immune system of a newborn or infant subject, said composition comprising an effective amount of 2'-fucosyllactose, 3-fucosyllactose, 3'-sialyllactose, 6'-sialyllactose, and lacto-N-tetraose.
    
      
    ",KR1020257034444,"['A61P37/02', 'A23V2002/00', 'A61K31/75', 'A23L33/125', 'A23V2200/324', 'A23L33/135', 'A61K31/702', 'A23L33/21', 'A61K31/715', 'A61P37/08', 'A61P37/00']",2024-04-18,Application,KR,"[{'city_name': 'Horsholm', 'country_code': 'DK', 'country_name': 'Denmark', 'id': 'grid.424026.6', 'linkout': ['http://www.chr-hansen.com/#'], 'name': 'Chr Hansen AS', 'types': ['Company']}]",2023.0,2026-01-06,2026,out,,,,,
1332,86096081.0,US-20250248414-A1,NON-DAIRY CHEESE PRODUCT COMPRISING PLANT PROTEIN,"The present disclosure is directed to a non-dairy vegan cheese product that comprises plant-based protein, having improved melt properties. Also disclosed are processes for preparing the vegan cheese product, uses of the vegan cheese product, and a food product comprising the vegan cheese product.",US18855054,"['A23L11/40', 'A23J3/14', 'A23C20/025', 'A23D7/0053']",2023-04-06,Application,US,"[{'country_code': 'CH', 'country_name': 'Switzerland', 'id': 'grid.582525.d', 'name': 'Bunge SA', 'types': ['Company']}, {'country_code': 'US', 'country_name': 'United States', 'id': 'grid.704524.0', 'name': 'Bunge North America Inc', 'types': ['Company']}]",2022.0,2025-08-07,2025,in,PB,End product formulation,Cheese,,
1333,86100292.0,EP-4638703-A1,NOVEL STRAIN OF CARNOBACTERIUM MALTAROMATICUM AND USES THEREOF,"The present application relates to a strain of Carnobacterium maltaromaticum, a bacterial preparation comprising at least said strain of Carnobacterium maltaromaticum, and their use in the preparation of a food product.",EP23836803.9,"['A23B11/65', 'C12R2001/01', 'C12N1/205', 'A23B2/783', 'A23C9/1203', 'A23C19/032']",2023-12-20,Application,EP,"[{'acronym': 'UL', 'city_name': 'Nancy', 'country_code': 'FR', 'country_name': 'France', 'id': 'grid.29172.3f', 'latitude': 48.69611, 'linkout': ['https://www.univ-lorraine.fr'], 'longitude': 6.176667, 'name': 'University of Lorraine', 'types': ['Education']}]",2022.0,2025-10-29,2025,in,PB,Strain development,Cross-cutting,,
1334,86100292.0,FR-3144161-B1,New strain of Carnobacterium maltaromaticum and its uses,"The invention relates to a specific strain of Carnobacterium maltaromaticum, a bacterial preparation comprising at least said strain of C. maltaromaticum and their use in the preparation of a food product.",FR2214072A,"['C12R2001/01', 'A23C9/1203', 'A23C19/032', 'C12N1/205', 'A23B2/783', 'A23B11/65']",2022-12-21,Grant,FR,"[{'acronym': 'UL', 'city_name': 'Nancy', 'country_code': 'FR', 'country_name': 'France', 'id': 'grid.29172.3f', 'latitude': 48.69611, 'linkout': ['https://www.univ-lorraine.fr'], 'longitude': 6.176667, 'name': 'University of Lorraine', 'types': ['Education']}]",2022.0,2024-11-22,2024,in,PB,Strain development,Cross-cutting,,
1335,86184894.0,EP-4694703-A1,"ACYLATED DIHYDROCHALCONES, METHODS OF PRODUCTION AND USES THEREOF","The present invention relates to the use of a compound or a mixture of two or more compounds of formula (I) for providing a sweet taste and/or modulating the sweet taste of one or more sweet tasting substance(s) and to a method for producing such a compound. Further, the present invention relates to a compound of formula (I), to a composition comprising such a compound and to a method for modulating the sweet taste of one or more sweet tasting substance(s).",EP23719341.2,"['A23V2002/00', 'A23L27/30', 'A23V2200/16', 'A23L27/88']",2023-04-11,Application,EP,"[{'city_name': 'Holzminden', 'country_code': 'DE', 'country_name': 'Germany', 'id': 'grid.480394.2', 'linkout': ['https://www.symrise.com/'], 'name': 'Symrise AG', 'types': ['Company']}]",2023.0,2026-02-18,2026,out,,,,,
1336,86184894.0,JP-2026517347-A,"Acylated dihydrochalcone, its manufacturing method and use","The present invention relates to the use of a compound of formula (I) or a mixture of two or more compounds for providing sweetness and/or adjusting the sweetness of one or more sweetening substances, and to methods for producing such compounds. Furthermore, the present invention relates to a compound of formula (I), a composition containing such a compound, and a method for adjusting the sweetness of one or more sweetening substances.",JP2025558862,"['A23V2002/00', 'A23L27/30', 'A23V2200/16', 'A23L27/88']",2023-04-11,Application,JP,,2023.0,2026-05-29,2026,out,,,,,
1337,86185156.0,EP-4268605-A1,STEAM INFUSION CONTAINER DISTRIBUTION HEAD AND STEAM INFUSION SYSTEM,"Distributor head for introducing a liquid product, in particular a liquid food product, into a vapor infusion container, comprising one or more openings (18) for introducing the product into a vapor infusion container in the form of a product jet, in particular composed of partial jets, the distributor head being in the Area of one or more openings comprises at least one opening-free area, which is arranged and / or designed so that a product jet is formed, which allows steam to enter the interior of the product jet perpendicular to the direction of movement of the product jet.",EP23169442.3,"['A23B11/137', 'A23B2/001', 'A23B2/7045', 'A23B2/708', 'B05B1/185', 'A23B2/48', 'A23B11/1375']",2023-04-24,Application,EP,"[{'city_name': 'Neutraubling', 'country_code': 'DE', 'country_name': 'Germany', 'id': 'grid.435883.1', 'linkout': ['https://www.krones.com/'], 'name': 'Krones AG', 'types': ['Company']}]",2022.0,2023-11-01,2023,out,,,,,
1338,86185156.0,CN-220738012-U,"Dispensing head, vapor infusion system and system for ultra-high temperature heating of liquid products","The utility model relates to a dispensing head, a vapor infusion system and a system for ultra-high temperature heating of a liquid product. The dispensing head for introducing a liquid product, in particular a liquid food product, into a steam pouring container comprises one or more openings (18) for introducing the product into the steam pouring container in the form of a product jet, in particular consisting of a partial jet, wherein the dispensing head comprises at least one non-opening area in the area of the one or more openings, the at least one non-opening area being arranged and/or constructed such that the formed product jet can let steam enter the interior of the product jet perpendicular to the direction of movement of the product jet.
    ",CN202320918497.X,"['A23B11/1375', 'A23B11/137', 'B05B1/185', 'A23B2/708', 'A23B2/7045', 'A23B2/001', 'A23B2/48']",2023-04-21,Grant,CN,"[{'city_name': 'Neutraubling', 'country_code': 'DE', 'country_name': 'Germany', 'id': 'grid.435883.1', 'linkout': ['https://www.krones.com/'], 'name': 'Krones AG', 'types': ['Company']}]",2022.0,2024-04-09,2024,out,,,,,
1339,86185337.0,EP-4658085-A1,A PROCESS FOR PRODUCING A PROTEIN ISOLATE FROM A GRAIN MATERIAL AND A PROTEIN ISOLATE PRODUCED THEREFROM,The present invention provides a process for producing a protein isolate from grain material which includes a step of treating the liquid protein stream with a bleaching agent to reduce the colour of the protein isolate. The present invention also provides a protein isolate and food and beverage products comprising the protein isolate.,EP24701989.6,"['A23J1/125', 'C12F3/06', 'A23K20/147', 'A23J3/14', 'A23J3/346', 'A23K10/38']",2024-01-30,Application,EP,"[{'city_name': 'Brussels', 'country_code': 'BE', 'country_name': 'Belgium', 'id': 'grid.497074.9', 'linkout': ['http://www.ab-inbev.com/'], 'name': 'Anheuser Busch InBev SA', 'types': ['Company']}]",2023.0,2025-12-10,2025,in,PB,Ingredient optimisation,Cross-cutting,"Isolates, concentates, and flours",
1340,86185337.0,JP-2026504187-A,Method for producing protein isolate from cereal material and protein isolate produced from cereal material,"The present invention provides a method for producing a protein isolate from a grain material, comprising treating a liquid protein stream with a bleaching agent to reduce the color of the protein isolate. The present invention also provides the protein isolate and food and beverage products containing the protein isolate. (Selected Figure 4)",JP2025543883,"['A23K10/38', 'C12F3/06', 'A23J1/125', 'A23J3/346', 'A23K20/147', 'A23J3/14']",2024-01-30,Application,JP,"[{'city_name': 'Brussels', 'country_code': 'BE', 'country_name': 'Belgium', 'id': 'grid.497074.9', 'linkout': ['http://www.ab-inbev.com/'], 'name': 'Anheuser Busch InBev SA', 'types': ['Company']}]",2023.0,2026-02-03,2026,in,PB,Ingredient optimisation,Cross-cutting,"Isolates, concentates, and flours",
1341,86282257.0,EP-4701441-A1,COMPOSITION FOR USE IN A SUBJECT,"The present invention relates to one or more human milk oligosaccharides (HMOs) for use in supporting brain development and/or cognitive development in a subject. In particular, the one or more HMOs comprise or consist of: fucosyllactose (3FL), lacto-N-fucopentaose II (LNFPII), and/or lacto-N-fucopentaose V (LNFPV), and/or any combination thereof. The brain and/or cognitive development comprises language development. Furthermore, the present invention relates to method for supporting brain development and/or cognitive development in a subject.",EP24723069.1,"['A23L33/40', 'A23L33/135', 'A23L33/21']",2024-04-26,Application,EP,"[{'city_name': 'Vevey', 'country_code': 'CH', 'country_name': 'Switzerland', 'id': 'grid.796691.6', 'name': 'Societe des Produits Nestle SA', 'types': ['Company']}, {'city_name': 'Vevey', 'country_code': 'CH', 'country_name': 'Switzerland', 'id': 'grid.419905.0', 'linkout': ['http://www.nestle.ch/'], 'name': 'Nestle SA', 'types': ['Company']}]",2023.0,2026-03-04,2026,out,,,,,
1342,86282257.0,CN-121078987-A,Compositions for individuals,"The present invention relates to one or more Human Milk Oligosaccharides (HMOs) for use in supporting brain development and/or cognitive development in an individual. In particular, the one or more HMOs comprise or consist of fucosyllactose (3 FL), lactose-N-fucopentaose II (LNFPII) and/or lactose-N-fucopentaose V (LNFPV) and/or any combination thereof. Brain development and/or cognitive development includes language development. Furthermore, the present invention relates to a method for supporting brain development and/or cognitive development in an individual.",CN202480027981.0,"['A23L33/40', 'A23L33/135', 'A23L33/21']",2024-04-26,Application,CN,"[{'city_name': 'Vevey', 'country_code': 'CH', 'country_name': 'Switzerland', 'id': 'grid.796691.6', 'name': 'Societe des Produits Nestle SA', 'types': ['Company']}]",2023.0,2025-12-05,2025,out,,,,,
1343,86328479.0,EP-4507513-A1,PROCESS FOR OBTAINING A TEXTURISING PROTEIN EXTRACT FROM MICROALGAE,"The present invention relates to a process for obtaining a protein extract from microalgae. The protein extract obtained has a texturising ability to form a protein network, pure or in a mixture with another protein source, allowing the formation of food gels, extruded protein material or cooked cereal products. The protein extract obtained also has properties of coagulation, pure or in a mixture with another protein source, allowing the formation of food products that require protein coagulation without the formation of a protein network, such as hot emulsions or desserts (""custards""). The invention also relates to the use of the protein extract for replacing the texturising functionalities provided by animal proteins (egg proteins, dairy proteins, red or white meat proteins) within these products, and therefore for replacing sources of animal protein within these products.",EP23721278.2,"['A23J3/26', 'A23J3/22', 'A23L17/60', 'A23J3/20', 'A23J1/009']",2023-04-11,Application,EP,"[{'country_code': 'FR', 'country_name': 'France', 'id': 'grid.699554.2', 'name': 'Algama SAS', 'types': ['Other']}]",2022.0,2025-02-19,2025,in,F,Texturization methods,Cross-cutting,"Isolates, concentates, and flours",BF
1344,86328662.0,EP-4514986-A1,"FERMENTED UMAMI-CONTAINING ENZYMATICALLY ACTIVE BIOMASS, UMAMI CONCENTRATE, UMAMI PASTE, SOLID UMAMI PRODUCT, SALT-FREE OR LOW-SALT UMAMI EXTRACT, LOW-SALT UMAMI PRODUCT, AND METHODS FOR PRODUCING THE SAME","To enable the use of more versatile the use of ingredients to make the substrate bed for solid-state fermentation, to produce umami- containing enzymatically active biomass: - A multi-component substrate system suitable for producing umami flavor compounds is generated by combining a substrate bed from a) a first amount of one or more wet ingredients, having a first moisture content, and b) a second amount one or more dry water-absorbing unboiled unsteamed ingredients, having a second moisture content that is smaller than the first moisture content, wherein the ratio between the first amount and the second amount is selected to result in the overall moisture content of the substrate bed to be between 39% and 63% by weight, preferably between 45% and 59% by weight. - The multi-component substrate system is inoculated with filamentous fungi, after which solid-state fermentation is carried out leading to hydrolysis and mycelial growth to convert the substrate bed to fermented umami-containing enzymatically active biomass. The application contains further independent method and product claims.",EP23721430.9,"['A23L31/15', 'C12P13/20', 'A23J1/008', 'A23L31/00', 'A23L27/24', 'A23L27/235', 'C12R2001/77', 'C12R2001/66', 'C12P19/30', 'C12R2001/845', 'C12N1/14', 'A23J1/125', 'C12P13/14', 'A23L11/50', 'C12R2001/69', 'C12P1/02', 'A23L27/10', 'A23J1/006', 'C12R2001/645', 'A23L27/22', 'A23L7/104', 'C12R2001/80', 'A23L27/88', 'A23L27/28', 'A23J1/005']",2023-04-25,Application,EP,,2022.0,2025-03-05,2025,in,CC,Ingredient optimisation,Meat,Flavours and aromas,
1345,86328662.0,FI-131224-B8,"Methods of producing fermented umami-containing enzymatically active biomass, umami concentrate, umami paste, solid umami product, salt- free or low-salt umami extract, and low-salt umami product","To enable the use of more versatile ingredients to make a substrate bed for solid-state fermentation, an umami-containing enzymatically active biomass is produced by a method comprising:    - A multi-component substrate system suitable for producing umami flavor compounds is generated by combining a substrate bed from a) a first amount of one or more wet ingredients, having a first moisture content of between 60% and 95% by weight, and b) a second amount one or more dry water-absorbing unboiled unsteamed ingredients, having a second moisture content of between 1% and 30% by weight, wherein the ratio between the first amount and the second amount is selected to result in the overall moisture content of the substrate bed of between 39% and 63% by weight, preferably between 45% and 59% by weight, wherein the combined ingredients comprise at least 1400 mg/100 g glutamic acid.    - The multi-component substrate system is inoculated with filamentous fungi, after which solid-state fermentation is carried out leading to hydrolysis and mycelial growth to convert the substrate bed to fermented umami-containing enzymatically active biomass.   Further methods are disclosed to create a variety of umami-containing products from the umami-containing enzymatically active biomass.",FI20225372,"['C12R2001/845', 'A23L27/10', 'C12N1/14', 'A23J1/125', 'C12R2001/69', 'C12P19/30', 'A23L27/88', 'A23J1/005', 'C12R2001/645', 'A23L27/235', 'A23L27/28', 'A23L31/15', 'A23L27/22', 'A23L27/24', 'C12R2001/80', 'A23J1/008', 'A23L7/104', 'C12R2001/66', 'A23L31/00', 'C12R2001/77', 'A23L11/50', 'C12P13/20', 'C12P13/14', 'C12P1/02', 'A23J1/006']",2022-04-29,N/A,FI,,2022.0,2025-01-24,2025,in,CC,Ingredient optimisation,Meat,Flavours and aromas,
1346,86328698.0,EP-4701434-A1,BITTER-MASKING OF KAEMPFEROL OR DERIVATIVES THEREOF,"The present invention relates to the use of a compound or a mixture of compounds for reducing or masking the bitter taste impression of kaempferol or a glycoside thereof or a glycoside ester thereof or mixtures thereof, to a method for reducing or masking the bitter taste impression of kaempferol or a glycoside thereof or a glycoside ester thereof or mixtures thereof, to a composition comprising such a compound or mixture of compounds and kaempferol or a glycoside thereof or a glycoside ester thereof or mixtures thereof, and to a nutritional preparation, semi-finished preparation or pharmacological preparation comprising such a composition.",EP24722142.7,"['A23V2002/00', 'A23L27/88', 'A23L27/84', 'A23L27/86', 'A23V2200/16', 'A23V2200/15']",2024-04-23,Application,EP,"[{'city_name': 'Holzminden', 'country_code': 'DE', 'country_name': 'Germany', 'id': 'grid.480394.2', 'linkout': ['https://www.symrise.com/'], 'name': 'Symrise AG', 'types': ['Company']}]",2023.0,2026-03-04,2026,in,PB,Ingredient optimisation,Cross-cutting,Flavours and aromas,
1347,86328698.0,CN-121001578-A,Bitter taste masking of kaempferol or derivatives thereof,"The present invention relates to the use of a compound or a mixture of compounds for reducing or masking the bitter taste impression of kaempferol or a glycoside ester thereof or a mixture thereof, to a method for reducing or masking the bitter taste impression of kaempferol or a glycoside ester thereof or a mixture thereof, to a composition comprising such a compound or a mixture of compounds and kaempferol or a glycoside ester thereof or a mixture thereof, and to a nutritional, semi-finished or pharmacological formulation comprising such a composition.",CN202480026139.5,"['A23V2200/15', 'A23L27/86', 'A23L27/84', 'A23V2200/16', 'A23L27/88', 'A23V2002/00']",2024-04-23,Application,CN,"[{'city_name': 'Holzminden', 'country_code': 'DE', 'country_name': 'Germany', 'id': 'grid.480394.2', 'linkout': ['https://www.symrise.com/'], 'name': 'Symrise AG', 'types': ['Company']}]",2023.0,2025-11-21,2025,in,PB,Ingredient optimisation,Cross-cutting,Flavours and aromas,
1348,86330082.0,EP-4518685-A1,"METHOD OF PREVENTING AND/OR INHIBITING THE OUTGROWTH, SPORULATION, GERMINATION OR TOXIN FORMATION OF CLOSTRIDIUM","The present invention is related to a method of preventing and/or inhibiting the outgrowth of Clostridium, of preventing and/or inhibiting the sporulation of Clostridium, of preventing and/or inhibiting the germination of spores of Clostridium and/or of preventing and/or inhibiting the production of toxins of Clostridium in a product, comprising adding to the product, comprising adding to the product a Lamiaceae extract, ascorbic acid and/or acetic acid.",EP23722268.2,"['A23B2/754', 'A23B4/20', 'A23B4/12', 'A23B2/733', 'A23B2/729']",2023-04-20,Application,EP,"[{'city_name': 'Vernier', 'country_code': 'CH', 'country_name': 'Switzerland', 'id': 'grid.480186.3', 'linkout': ['https://www.givaudan.com/'], 'name': 'Givaudan SA', 'types': ['Company']}]",2022.0,2025-03-12,2025,in,PB,End product formulation,Cross-cutting,,
1349,86386688.0,EP-4712784-A1,CARAMEL COMPOSITION,"The invention relates to a caramel composition comprising a dairy milk source and/or a plant-based milk source; a carbohydrate; and a plant-based fat composition wherein the plant-based fat composition has: at most 40.0% by weight of oleic acid (C18:1); and from 17.5% to 49.5% by weight of total palmitic acid (C16:0) and stearic acid (C18:0); said percentages of acid referring to acids bound as acyl groups in glycerides of the plant-based fat composition and being based on the total weight of C8 to C24 fatty acids; a percentage of total lauric acid (C12:0) and myristic acid (C14:0) on the second position of triglycerides out of total lauric acid (C12:0) and myristic acid (C14:0) (Sn-2 total lauric acid and myristic acid %) in the triglycerides of the plant-based fat composition of from 30.0% to 55.0%; at most 30.0% by weight of CN54 triglycerides; based on total triglycerides present in the plant-based fat composition. The invention also relates to a process for preparing a caramel product, a caramel product and use of the caramel product.",EP24727313.9,"['A23G3/46', 'A23D7/011', 'A23G3/32', 'C11C3/10', 'A23G3/42', 'A23G3/40']",2024-05-16,Application,EP,"[{'country_code': 'CH', 'country_name': 'Switzerland', 'id': 'grid.582525.d', 'name': 'Bunge SA', 'types': ['Company']}, {'country_code': 'NL', 'country_name': 'Netherlands', 'id': 'grid.631603.1', 'name': 'Bunge Loders Croklaan BV', 'types': ['Company']}]",2023.0,2026-03-25,2026,in,PB,Ingredient optimisation,"Chocolate, desserts, and confectionery",,
1350,86386688.0,CN-121532076-A,Caramel composition,"The present invention relates to a caramel composition comprising a milk source and/or a plant-based milk source, a carbohydrate, and a plant-based fat composition, wherein the plant-based fat composition has oleic acid (C18:1) at most 40.0 wt%, and total palmitic acid (C16:0) and stearic acid (C18:0) at 17.5 to 49.5 wt%, the percentage of acids referring to the acids bound as acyl groups in glycerides in the plant-based fat composition and being based on the total weight of C8 to C24 fatty acids, the total lauric acid (C12:0) and myristic acid (C14:0) in the triglycerides of the plant-based fat composition in the second position of the triglycerides, the percentage of total lauric acid (C12:0) and myristic acid (C14:0) (Sn-2 total lauric acid and myristic acid%) being 30.0 to 55.0%, CN54 triglycerides at most 30.0 wt%, based on the total triglycerides present in the plant-based fat composition. The invention also relates to a method for producing a caramel product, a caramel product and the use of the caramel product.",CN202480032387.0,"['A23G3/32', 'A23D7/011', 'C11C3/10', 'A23G3/46', 'A23G3/40', 'A23G3/42']",2024-05-16,Application,CN,,2023.0,2026-02-13,2026,in,PB,Ingredient optimisation,"Chocolate, desserts, and confectionery",,
1351,86386966.0,EP-4712795-A2,NUTRITIONAL COMPOSITION AND METHOD FOR PROMOTING SLEEP AND/OR FOR TREATING AND/OR PREVENTING SLEEP DISORDERS,"The present invention relates to a combination of galacto-oligosaccharides (GOS) and a mix of human oligosaccharides (HMOs), or nutritional compositions comprising the combination, for use in promoting sleep and/or treating and/or preventing sleep disorders in a subject, wherein the mix consists of 2'-fucosyllactose (2'FL) and difucosyllactose (DFL) or lacto-N-tetraose (LNT) and 6'-sialyllactose (6'SL). The present invention also relates to the use of a combination of galacto- oligosaccharides (GOS) and a mix of human oligosaccharides (HMOs), or nutritional compositions comprising the combination, for use in promoting sleep and/or treating and/or preventing sleep disorders in a subject, wherein the mix consists of 2'- fucosyllactose (2'FL) and difucosyllactose (DFL) or lacto-N-tetraose (LNT) and 6'- sialyllactose (6'SL). Furthermore, the present invention relates to a method for in promoting sleep and/or in treating and/or preventing sleep disorders in a subject, the method comprising administering to the subject a combination or a nutritional composition according to the invention.",EP24724265.4,"['A61P25/20', 'A61K31/702', 'A23L33/125', 'A23L33/40']",2024-05-07,Application,EP,"[{'city_name': 'Vevey', 'country_code': 'CH', 'country_name': 'Switzerland', 'id': 'grid.796691.6', 'name': 'Societe des Produits Nestle SA', 'types': ['Company']}, {'city_name': 'Vevey', 'country_code': 'CH', 'country_name': 'Switzerland', 'id': 'grid.419905.0', 'linkout': ['http://www.nestle.ch/'], 'name': 'Nestle SA', 'types': ['Company']}]",2023.0,2026-03-25,2026,out,,,,,
1352,86386966.0,WO-2024235730-A2,NUTRITIONAL COMPOSITION,"The present invention relates to a combination of galacto-oligosaccharides (GOS) and a mix of human oligosaccharides (HMOs), or nutritional compositions comprising the combination, for use in promoting sleep and/or treating and/or preventing sleep disorders in a subject, wherein the mix consists of 2'-fucosyllactose (2'FL) and difucosyllactose (DFL) or lacto-N-tetraose (LNT) and 6'-sialyllactose (6'SL). The present invention also relates to the use of a combination of galacto- oligosaccharides (GOS) and a mix of human oligosaccharides (HMOs), or nutritional compositions comprising the combination, for use in promoting sleep and/or treating and/or preventing sleep disorders in a subject, wherein the mix consists of 2'- fucosyllactose (2'FL) and difucosyllactose (DFL) or lacto-N-tetraose (LNT) and 6'- sialyllactose (6'SL). Furthermore, the present invention relates to a method for in promoting sleep and/or in treating and/or preventing sleep disorders in a subject, the method comprising administering to the subject a combination or a nutritional composition according to the invention.",EP2024/062523,"['A23L33/125', 'A61K31/702', 'A23L33/40', 'A61P25/20']",2024-05-07,Application,WO,"[{'city_name': 'Vevey', 'country_code': 'CH', 'country_name': 'Switzerland', 'id': 'grid.796691.6', 'name': 'Societe des Produits Nestle SA', 'types': ['Company']}, {'city_name': 'Vevey', 'country_code': 'CH', 'country_name': 'Switzerland', 'id': 'grid.419905.0', 'linkout': ['http://www.nestle.ch/'], 'name': 'Nestle SA', 'types': ['Company']}]",2023.0,2024-11-21,2024,out,,,,,
1353,86386973.0,EP-4713422-A1,CONFECTIONERY PRODUCT,"The invention relates to a confectionery product comprising from 20% to 70% by weight of a sweetener; and from 20% to 70% by weight of a plant-based fat phase; wherein the plant-based fat phase has from 1.0% to 10.0% by weight of total lauric acid (C12:0) and myristic acid (C14:0); and from 20.0% to 70.0% by weight of total palmitic acid (C16:0) and stearic acid (C18:0); said percentages of acid referring to acids bound as acyl groups in glycerides of the plant-based fat phase and being based on the total weight of C8 to C24 fatty acids; a percentage of total palmitic acid (C16:0) and stearic acid (C18:0) on the second position of triglycerides out of total palmitic acid (C16:0) and stearic acid (C18:0) (Sn-2 total palmitic acid and stearic acid %) in the triglycerides of the plant-based fat phase at least 1.0%; at most 10.0% by weight of total CN32 triglycerides, CN34 triglycerides, CN36 triglycerides, CN38 triglycerides and CN40 triglycerides; based on total triglycerides present in the plant-based fat phase. The invention also relates to a process for preparing the confectionery product.",EP24727312.1,"['A23G3/343', 'A23D7/011', 'C11C3/10', 'A23G1/48', 'A23D7/0053', 'A23D7/0056', 'A23G1/36', 'A23G3/36', 'A23G3/48', 'A23D7/013', 'A23D9/013', 'A23D9/007', 'A23G3/40', 'A23G1/38']",2024-05-16,Application,EP,"[{'country_code': 'CH', 'country_name': 'Switzerland', 'id': 'grid.582525.d', 'name': 'Bunge SA', 'types': ['Company']}, {'country_code': 'NL', 'country_name': 'Netherlands', 'id': 'grid.631603.1', 'name': 'Bunge Loders Croklaan BV', 'types': ['Company']}]",2023.0,2026-03-25,2026,out,,,,,
1354,86386973.0,CN-121488024-A,Confectionery product,"The present invention relates to a confectionery product comprising 20 to 70 wt% sweetener, and 20 to 70 wt% vegetable based fat phase, wherein the vegetable based fat phase has 1.0 to 10.0 wt% total lauric (c12:0) and myristic (c14:0) acids, and 20.0 to 70.0 wt% total palmitic (c16:0) and stearic (c18:0), the percentage of acids referring to the acids bound as acyl groups in glycerides of the vegetable based fat phase and being based on the total weight of C8 to C24 fatty acids, the percentage of total palmitic (c16:0) and stearic (c18:0) acids in the triglycerides of the vegetable based fat phase being at least 1.0%, the percentage of Sn-2 total palmitic and stearic (% Sn-2 total palmitic) acids in the triglycerides of at most 10.0 wt% CN32, CN36, CN38 and CN40 based on the total triglycerides of the vegetable based fat phase. The invention also relates to a method for preparing said confectionery product.",CN202480032372.4,"['A23D9/007', 'A23D9/013', 'A23G1/48', 'A23D7/013', 'C11C3/10', 'A23D7/0053', 'A23D7/011', 'A23G1/36', 'A23D7/0056', 'A23G1/38', 'A23G3/48', 'A23G3/40', 'A23G3/343', 'A23G3/36']",2024-05-16,Application,CN,,2023.0,2026-02-06,2026,out,,,,,
1355,86424767.0,US-20250345348-A1,AMPK ACTIVATOR (CBDA) AND SGLT2 INHIBITOR FOR METABOLIC HEALTH,A composition includes a first compound having general formula I and a second compound for use in the synergistic activation of AMPK. A method of using the composition in the synergistic activation of AMPK is also provided.,US18862421,"['A61K31/70', 'A61P3/04', 'A61K31/7034', 'A61K36/3482', 'A61K31/7048', 'A61K31/7042', 'A61K31/658', 'A61P3/10', 'A61K31/351', 'A61P3/00', 'A61P3/08', 'A23L35/00']",2023-04-28,Application,US,"[{'city_name': 'Vevey', 'country_code': 'CH', 'country_name': 'Switzerland', 'id': 'grid.796691.6', 'name': 'Societe des Produits Nestle SA', 'types': ['Company']}]",2022.0,2025-11-13,2025,out,,,,,
1356,86424767.0,JP-2025514985-A,AMPK Activators (CBDA) and SGLT2 Inhibitors for Metabolic Health,The composition comprises a first compound having general formula I and a second compound for use in the synergistic activation of AMPK. Methods of using the composition in the synergistic activation of AMPK are also provided.,JP2024563880,"['A61P3/00', 'A23L35/00', 'A61K31/70', 'A61K31/7048', 'A61K31/351', 'A61K31/7034', 'A61P3/10', 'A61P3/08', 'A61P3/04', 'A61K36/3482', 'A61K31/658', 'A61K31/7042']",2023-04-28,Application,JP,,2022.0,2025-05-13,2025,out,,,,,
1357,86426020.0,US-20250351841-A1,A PROCESS FOR PREPARING A MEAT ANALOGUE PRODUCT,"The present invention relates to a process for preparing a meat analogue product comprising a textured plant protein, water, a binder, an oil-soluble flavor, an aqueous-soluble flavor and optionally a colorant, wherein the oil-based flavor is encapsulated with a vegetable fat and wherein the vegetable fat has a solid fat content in the range of 30 to 90 wt % (based on the weight of total fat) at a temperature of 30&#176; C.",US18864322,"['A23L33/115', 'A23L27/26', 'A23J3/18', 'A23J3/227', 'A23J3/16', 'A23J3/14']",2023-05-03,Application,US,"[{'city_name': 'Vevey', 'country_code': 'CH', 'country_name': 'Switzerland', 'id': 'grid.796691.6', 'name': 'Societe des Produits Nestle SA', 'types': ['Company']}]",2022.0,2025-11-20,2025,in,PB,End product formulation,Meat,,
