Rank,publication_number,application_number,family_id,title,abstract,granted_date,granted_year,publication_date,publication_year,filing_date,year,Expiration date,Expiration year,priority_date,priority_year,Publication type,filing_status,Kind code,jurisdiction,Inventor names,Original assignee names,Current assignee names,GRID IDs,City of Current Assignee,State of Current Assignee,Country of Current Assignee,Funder,Funder Group,Funder Country,UIDs of supporting grants,Grant IDs,Patent citations,Dimensions URL,Fields of Research (ANZSRC 2020),RCDC Categories,HRCS HC Categories,HRCS RAC Categories,Health Research Areas,Broad Research Areas,Cancer Types,CSO Categories,IPCR,cpc,id,scope,pillar,research_category,endproduct,ingredient,subpillar
6,EP-4646113-A1,EP23840911.4,89618995,CRUSTACEAN PROCESSING METHOD AND SYSTEM,A crustacean processing method and system; the method comprising positioning a crustacean with a head end of the crustacean oriented toward a deshelling arrangement; wherein said method comprises the processing steps of automatically deshelling the head shell portion of said crustacean to expose at least s soft tissue head segment. The automatically deshelling comprises engaging the crustacean at one or more point(s) of engagement of said crustacean with said deshelling arrangement; wherein one or more point(s) of engagement forms part of the head shell portion; and exerting a directional force at the one or more point(s) of engagement with the deshelling arrangement to detach said head shell portion.,NA,NA,2025-11-12,2025,2023-12-22,2023,NA,NA,2023-01-04,2023,Application,Pending,A1,EP,NØRGAARD THOMAS KIDDE,Qn Development Aps,Qn Development Aps,NA,NA,NA,Denmark,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-4646113-A1,31 Biological Sciences; 31 Biological Sciences; 3104 Evolutionary Biology,NA,NA,NA,NA,NA,NA,NA,A22C29/02,A22C29/026; A22C29/028,EP-4646113-A1,out,NA,NA,NA,NA,NA
26,EP-4637374-A2,EP23841075.7,89619133,ARTIFICIAL PROTEIN COMPOSITIONS,"Micellar solutions of artificial casein micelles comprising isolated non-human β-casein and isolated non-human κ-casein, and substantially free of αs-caseins, including methods of making same, methods of coagulating same, and compositions comprising same; processes for the preparation of curd compositions from κ-casein (whether phosphorylated, dephosphorylated or non-phosphorylated), with or without β-casein (whether phosphorylated, dephosphorylated or non-phosphorylated), useful for the manufacture of downstream derived products such as cheeses having functional properties comparable to those of equivalent products produced from milk; casein and non-animal derived protein emulsions, curds compositions and cheese products and methods for producing same; and a process for treating non-micellar casein to form a pasta filata-style cheese product, such as a mozzarella-style cheese product, comprising treatment of dephosphorylated casein or caseinate with a transglutaminase, combining with an oil or fat to form an emulsion which can be used to form cheese product, for example using acid induced or chymosin-induced coagulation, and processing using standard cheese processing steps to produce different styles of cheese product.",NA,NA,2025-10-29,2025,2023-12-22,2023,NA,NA,2022-12-23,2022,Application,Pending,A2,EP,WILDE SANDRA CATHARINA; SCHUBERT THOMAS; BRUCKNER-GUEHMANN MONIKA; KUMAR SOWMYA KRISHNA; ANTUMA LAURENS JANS; KEPPLER JULIA KATHARINA; BOOM REMKO MARCEL,Formo Foods GmbH,Formo Foods GmbH,NA,NA,NA,Germany,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-4637374-A2,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences",NA,NA,NA,NA,NA,NA,NA,A23J1/20; A23C19/082; A23J3/10,A23C19/082; A23J1/202; A23J3/10; A23J1/20,EP-4637374-A2,in,F,Target molecule selection,Cheese,NA,NA
25,CN-120751931-A,CN202380094667.X,89619133,Artificial protein composition,"Micellar solutions comprising isolated non-human beta-casein and isolated non-human kappa-casein and substantially free of alpha S -casein, including methods of making same, methods of coagulating same and compositions comprising same, methods of making curd compositions from kappa-casein (whether phosphorylated, dephosphorylated or non-phosphorylated), with or without beta-casein (whether phosphorylated, dephosphorylated or non-phosphorylated), for use in making downstream derived products, such as cheese having functional characteristics comparable to equivalent products produced from milk, casein and non-animal derived protein emulsions, curd compositions and cheese products and methods of producing same, and methods of treating non-micellar casein to form pasta-filata style cheese products (e.g., masorila style cheese products), including treatment of dephosphorylated casein or caseinates with transglutaminase, combination with oil or fat to form emulsions useful in forming cheese products, such as using acid-induced or chymosin-induced coagulation, and using different processing steps to produce different processing styles of cheese products.",NA,NA,2025-10-03,2025,2023-12-22,2023,NA,NA,2022-12-23,2022,Application,Pending,A,CN,WILDE SANDRA C; SCHUBERT THOMAS; BRUCKNER-GEMANN MICHAEL; KUMAR SANJAY K; ONTUMA LEOPOLD J; KEPPLER JOHN K; BOHM RENE MARTIN,Fumo Food Co ltd,Fumo Food Co ltd,NA,NA,NA,Germany,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/CN-120751931-A,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences",NA,NA,NA,NA,NA,NA,NA,A23J3/10; A23J1/20; A23C19/082,A23J1/20; A23J1/202; A23C19/082; A23J3/10,CN-120751931-A,in,F,Target molecule selection,Cheese,NA,NA
8,WO-2025141179-A1,EP2024/088599,89619390,GAS EXCHANGE DEVICE FOR CELL CULTURE BIOREACTOR,"The invention relates to a gas exchange device (1), for cell culture bioreactor (100), having a backbone hollow structure (10), such as a hollow cylindrical structure (10), wherein said backbone hollow structure (10) has an aspect ratio of at least five, and said gas exchange device (1) further comprising a gas exchange membrane (20) supported by the backbone hollow structure (10), the gas exchange membrane (20) having a gas permeability of at least 100 cm³/m².d.bar.",NA,NA,2025-07-03,2025,2024-12-27,2024,2026-06-28,2026,2023-12-28,2023,Application,Pending,A1,WO,DE JONGH NICOLAAS WILLEM; T KUSTERS REMY PHILIPPE; NCIRI MEJDI; SAYOUS VICTOR CLAUDE LÉON,Supreme,Supreme,NA,NA,NA,France,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/WO-2025141179-A1,40 Engineering; 40 Engineering; 4004 Chemical Engineering,Biotechnology; Emerging Infectious Diseases; Infectious Diseases,NA,NA,NA,NA,NA,NA,C12M1/00; C12M1/04,C12M29/04; C12M23/24,WO-2025141179-A1,in,CM,Bioprocess design,Meat,NA,NA
43,EP-4648621-A1,EP24700416.1,89619553,USE OF PLANT FIBERS TO IMPROVE FLAVOR OF FERMENTED PRODUCTS,"The present disclosure relates generally to the use of plant fibers or starches to enhance the taste or texture of fermented dairy and dairy analogue products. In some embodiments, the dairy analogue products are vegan yogurt products formed from the fermentation of plant milks, such as soy milk, almond milk, hazelnut milk, sesame milk, pistachio milk, potato milk, banana milk, flaxseed milk, macadamia nut milk, cashew milk, oat milk, hemp milk, coconut milk, and pea-derived milks. In some embodiments, the plant fibers include pectin, inulin, fruit fiber (such as apple fiber or citrus fiber), starch, oat fiber, pea fiber, seaweed fiber, and any combinations thereof. In some embodiments, the enhancement of taste or texture includes reducing a green vegetal taste, reducing a sour taste, increasing a sweet taste, reducing a bitter taste, reducing an astringent taste, increasing firmness, reducing a grainy texture, increasing thickness, increasing mouthfeel, or any combination thereof. In certain related aspects, the disclosure provides comestible compositions that include fermented plant milk and a plant fiber or starch.",NA,NA,2025-11-19,2025,2024-01-09,2024,NA,NA,2023-01-09,2023,Application,Pending,A1,EP,ERNI PHILIPP; ELABBADI AMAL; CAYEUX ISABELLE; GELIN JEAN-LUC,Firmenich SA,Firmenich SA,grid.480130.e,1211 Geneva 8; Genève,NA,Switzerland,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-4648621-A1,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences","Breastfeeding, Lactation and Breast Milk; Complementary and Integrative Health; Dental/Oral and Craniofacial Disease; Dietary Supplements; Nutrition",NA,NA,NA,NA,NA,NA,A23C11/10; A23C9/137; A23L11/65; A23C9/13; A23L11/50,A23L11/50; A23C11/103; A23C11/10; A23C9/13; A23C11/106; A23L11/65; A23C9/137,EP-4648621-A1,in,PB,End product formulation,Cross-cutting,Flavours and aromas,NA
41,CN-120513026-A,CN202480006514.X,89619553,Use of plant fibers for improving flavor of fermented products,"The present disclosure relates generally to the use of plant fibers or starches for enhancing the taste or texture of fermented dairy and dairy analog products. In some embodiments, the dairy analog product is a vegetarian yogurt product formed by fermentation of a plant milk (e.g., soy milk, almond milk, hazelnut milk, sesame milk, pistachio milk, potato milk, banana milk, linseed milk, macadamia nut milk, cashew milk, oat milk, marshmallow milk, coconut milk, and pea-derived milk). In some embodiments, the plant fiber includes pectin, inulin, fruit fiber (e.g., apple fiber or citrus fiber), starch, oat fiber, pea fiber, alginate fiber, and any combination thereof. In some embodiments, the enhancement of taste or texture comprises reducing green plant taste, reducing sour taste, increasing sweetness, reducing bitter taste, reducing astringency, increasing firmness, reducing graininess, increasing body, increasing mouthfeel, or any combination thereof. In certain related aspects, the present disclosure provides edible compositions comprising fermented plant milk and plant fiber or starch.",NA,NA,2025-08-19,2025,2024-01-09,2024,NA,NA,2023-01-09,2023,Application,Pending,A,CN,ERNI PHILIPP; ELABBADI AMAL; CAYEUX ISABELLE; GEELING JOHN L,Firmenich SA,Firmenich SA,grid.480130.e,Genève; 1211 Geneva 8,NA,Switzerland,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/CN-120513026-A,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences",Complementary and Integrative Health; Dietary Supplements; Nutrition,NA,NA,NA,NA,NA,NA,A23L11/50; A23C11/10; A23C9/137; A23L11/65; A23C9/13,A23C9/13; A23C9/137; A23L11/65; A23C11/103; A23C11/10; A23L11/50; A23C11/106,CN-120513026-A,in,PB,End product formulation,Cross-cutting,Flavours and aromas,NA
166,MX-2025007843-A,MX2025007843,89619553,USE OF PLANT FIBERS TO IMPROVE FLAVOR OF FERMENTED PRODUCTS,"The present invention generally relates to the use of plant fibers or starches for improving the flavor or texture of fermented dairy products and dairy analogs. In some embodiments, the dairy analogs are vegan yogurt products formed from the fermentation of plant milks, such as soy milk, almond milk, hazelnut milk, sesame milk, pistachio milk, potato milk, banana milk, flaxseed milk, macadamia nut milk, cashew milk, oat milk, hemp milk, coconut milk, and pea-derived milks. In some embodiments, the plant fibers include pectin, inulin, fruit fiber (such as apple fiber or citrus fiber), starch, oat fiber, pea fiber, algal fiber, and any combinations thereof. In some embodiments, improving flavor or texture includes reducing the green vegetable flavor, reducing the sour flavor, increasing the sweet flavor, increasing the bitter flavor, increasing the astringent flavor, increasing firmness, reducing the grainy texture, increasing thickness, increasing mouthfeel, or any combination thereof. In certain related aspects, the disclosure provides edible compositions that include fermented vegetable milk and a vegetable fiber or starch.",NA,NA,2025-08-01,2025,2025-07-03,2025,NA,NA,2023-01-09,2023,N/A,N/A,A,MX,ERNI PHILIPP; ELABBADI AMAL; CAYEUX ISABELLE; GELIN JEAN-LUC,FIRMENICH & CIE,NA,grid.480130.e,1211 Geneva 8; Genève; Geneve,Geneva,Switzerland,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/MX-2025007843-A,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences",Complementary and Integrative Health; Dietary Supplements; Nutrition,NA,NA,NA,NA,NA,NA,A23C9/13; A23C11/10; A23L11/65; A23L11/50; A23C9/137,A23L11/50; A23C9/13; A23L11/65; A23C11/103; A23C9/137; A23C11/10; A23C11/106,MX-2025007843-A,in,PB,End product formulation,Cross-cutting,Flavours and aromas,NA
8,WO-2025141178-A1,EP2024/088598,89619569,SYSTEM AND METHOD ADAPTED FOR CULTURING ANIMAL CELLS AT HIGH-SCALE WITH LOW SHEAR STRESS,"The invention relates to a bioreactor (100) adapted for culturing animal cells, comprising: a vessel (110) defining a cultivation volume (111); at least two gas exchange devices (120) protruding in the vessel (110), each gas exchange devices (120) having a gaseous exchange surface (121) in the vessel (110); and at least one media inlet (130) and at least one media outlet (135), said media inlet (130) and outlet (135) being configured to operate simultaneously. The invention also relates to methods, cell biomass obtained from these methods and edible food products including this biomass.",NA,NA,2025-07-03,2025,2024-12-27,2024,2026-06-28,2026,2023-12-28,2023,Application,Pending,A1,WO,DE JONGH NICOLAAS WILLEM; T KUSTERS REMY PHILIPPE; NCIRI MEJDI; SAYOUS VICTOR CLAUDE LÉON,Supreme,Supreme,NA,NA,NA,France,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/WO-2025141178-A1,31 Biological Sciences; 3106 Industrial Biotechnology; 40 Engineering,NA,NA,NA,NA,NA,NA,NA,C12M1/00,C12M29/04,WO-2025141178-A1,in,CM,Bioprocess design,Meat,NA,NA
18,KR-20250169634-A,KR1020257025042,89619788,"Proteins, methods and systems for subcellular localization of proteins for post-translational modification","The present disclosure provides proteins, methods, and systems for directing enzymes to specific subcellular structural locations to generate post-translational modifications on proteins. Specifically, kinases are disclosed for phosphorylating proteins containing one or more phosphorylation-sensitive sites, along with methods and systems for phosphorylating proteins of interest, such as proteins with nutritional and therapeutic applications.",NA,NA,2025-12-03,2025,2023-12-29,2023,NA,NA,2022-12-29,2022,Application,Pending,A,KR,게르하르츠 베른트 알폰스; 로일 케이트; 로페즈 크리스티안 아레나스; 코트림 카밀라 아파레시다; 기아르디나 아가타,베터 데어리 리미티드,NA,NA,NA,NA,United Kingdom,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/KR-20250169634-A,31 Biological Sciences; 31 Biological Sciences; 3101 Biochemistry and Cell Biology,NA,NA,1.1 Normal biological development and functioning,NA,Basic Science,Not Site-Specific Cancer,1.1 Normal Functioning,C12N15/81; C12N15/70; C12P21/02; C12N9/12; A23C19/09,C07K2319/05; C12Y207/11001; C07K2319/03; C12N9/12; C12P21/02; A23C19/09; C12N15/70; C12N15/81; C12R2001/645,KR-20250169634-A,in,F,Target molecule selection,Milk and milk proteins,NA,PF
19,EP-4642904-A1,EP23841257.1,89619788,"PROTEINS, METHODS, AND SYSTEMS FOR SUBCELLULAR LOCALIZATION OF PROTEINS FOR POST-TRANSLATION MODIFICATIONS","The present disclosure provides for proteins, methods, systems for directing enzymes for generating post-translational modifications on proteins to a particular subcellular location. Specifically, kinases for phosphorylation of proteins containing one or more sites susceptible to phosphorylation are disclosed, also with methods and systems for phosphorylating proteins of interest, such as proteins having nutritional and therapeutic uses.",NA,NA,2025-11-05,2025,2023-12-29,2023,NA,NA,2022-12-29,2022,Application,Pending,A1,EP,GERHARTZ BERND ALFONS; ROYLE KATE; LÓPEZ CHRISTIAN ARENAS; COTRIM CAMILA APARECIDA; GIARDINA AGATA,Better Dairy Ltd,Better Dairy Ltd,NA,NA,NA,United Kingdom,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-4642904-A1,31 Biological Sciences; 31 Biological Sciences; 3101 Biochemistry and Cell Biology,NA,NA,1.1 Normal biological development and functioning,NA,Basic Science,Not Site-Specific Cancer,1.1 Normal Functioning,C12R1/645; C12P21/02; C12N9/12,C07K2319/05; C12R2001/645; C12Y207/11001; C12P21/02; C07K2319/03; C12N9/12,EP-4642904-A1,in,F,Target molecule selection,Milk and milk proteins,NA,PF
19,CN-120813688-A,CN202380095028.5,89619788,"Proteins, methods and systems for protein subcellular localization for post-translational modification","The present disclosure provides proteins, methods, systems for directing enzymes for generating post-translational modifications on proteins to specific subcellular locations. In particular, kinases for phosphorylating proteins containing one or more sites susceptible to phosphorylation are disclosed, as are methods and systems for phosphorylating proteins of interest, such as proteins having nutritional and therapeutic uses.",NA,NA,2025-10-17,2025,2023-12-29,2023,NA,NA,2022-12-29,2022,Application,Pending,A,CN,GERHARTZ BERND ALFONS; ROYER KATE; ARENAS L ¨U PEZ CRISTIAN; KOTRIM KAMILA APARECIDA; GIARDINA AGATA,Beiyou Dairy Co ltd,Beiyou Dairy Co ltd,NA,NA,NA,United Kingdom,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/CN-120813688-A,31 Biological Sciences; 31 Biological Sciences; 3101 Biochemistry and Cell Biology,NA,NA,1.1 Normal biological development and functioning,NA,Basic Science,Not Site-Specific Cancer,1.1 Normal Functioning,C12P21/02; C12R1/645; C12N9/12,C12R2001/645; C07K2319/03; C12Y207/11001; C12N9/12; C12P21/02; C07K2319/05,CN-120813688-A,in,F,Target molecule selection,Milk and milk proteins,NA,PF
19,AU-2023415149-A1,AU2023415149,89619788,"PROTEINS, METHODS, AND SYSTEMS FOR SUBCELLULAR LOCALIZATION OF PROTEINS FOR POST-TRANSLATION MODIFICATIONS","The present disclosure provides for proteins, methods, systems for directing enzymes for generating post-translational modifications on proteins to a particular subcellular location. Specifically, kinases for phosphorylation of proteins containing one or more sites susceptible to phosphorylation are disclosed, also with methods and systems for phosphorylating proteins of interest, such as proteins having nutritional and therapeutic uses.",NA,NA,2025-07-10,2025,2023-12-29,2023,NA,NA,2022-12-29,2022,Application,Pending,A1,AU,GERHARTZ BERND ALFONS; ROYLE KATE; LÓPEZ CHRISTIAN ARENAS; COTRIM CAMILA APARECIDA; GIARDINA AGATA,Better Dairy Ltd,Better Dairy Ltd,NA,NA,NA,United Kingdom,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/AU-2023415149-A1,31 Biological Sciences; 31 Biological Sciences; 3101 Biochemistry and Cell Biology,NA,NA,1.1 Normal biological development and functioning,NA,Basic Science,Not Site-Specific Cancer,1.1 Normal Functioning,C12P21/02; C12N9/12; C12R1/645,C07K2319/03; C12R2001/645; C12N9/12; C12Y207/11001; C12P21/02; C07K2319/05,AU-2023415149-A1,in,F,Target molecule selection,Milk and milk proteins,NA,PF
36,EP-4637363-A1,EP23841475.9,89620117,USE OF A FUNGAL PROTEIN COMPRISING AN OVER EXPRESSED NATIVE POLYPEPTIDE TO PROVIDE A PLANT-BASED MEAT ALTERNATIVE,"The present invention relates to the use of a fungal protein to create a food product. More particularly, the present invention relates to the use of an overexpressed native polypeptide to create a food product.",NA,NA,2025-10-29,2025,2023-12-15,2023,NA,NA,2022-12-20,2022,Application,Pending,A1,EP,DEGN PETER EDVARD,International N&H Denmark ApS,International N&H Denmark ApS,grid.1071454.32,Kongens Lyngby,NA,Denmark,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-4637363-A1,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences; 31 Biological Sciences",Health Disparities and Racial or Ethnic Minority Health Research; Minority Health,NA,NA,NA,NA,NA,NA,A23L2/66; A21D2/26; A23L33/14; A23J1/00; A23L29/00; A23L33/145; C12R1/885; A23L33/195; A21D8/04; A23J1/18; A23J3/22; C12N9/34; C12R1/685,A23L33/195; A23L29/06; A23J1/18; C12N9/2428; C12R2001/685; A23L33/14; A23J1/008; A21D8/042; C12R2001/885; A23L33/145; A23J3/227; A23L2/66; A21D2/267,EP-4637363-A1,in,F,Ingredient optimisation,Meat,"Emulsions, gels, and binders",PF
8,WO-2025141180-A1,EP2024/088600,89620128,NUTRIENT DISTRIBUTION UNIT FOR BIOREACTOR,"The invention relates to a nutrient supply unit (1) for a bioreactor (100) comprising a vessel (110), said nutrient supply unit (1) comprising: a gas exchange device (10), the gas exchange device (10) comprising a gas exchange surface (12) and being configured to introduce a gas into the bioreactor (100), preferably without inducing shear stress in the bioreactor (100); a media distribution device (20), the media distribution device (20) being configured to introduce a culture media into the bioreactor (100); and a media collection device (30), the media collection device (30) being configured to remove the culture media from the bioreactor (100); Said gas exchange device (10), media distribution device (20) and media collection device (30), being arranged to induce a flow of culture media at the gas exchange surface (12).",NA,NA,2025-07-03,2025,2024-12-27,2024,2026-06-28,2026,2023-12-28,2023,Application,Pending,A1,WO,DE JONGH NICOLAAS WILLEM; T KUSTERS REMY PHILIPPE; NCIRI MEJDI; SAYOUS VICTOR CLAUDE LÉON,Supreme,Supreme,NA,NA,NA,France,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/WO-2025141180-A1,"40 Engineering; 47 Language, Communication and Culture; 4701 Communication and Media Studies",Bioengineering,NA,NA,NA,NA,NA,NA,C12M1/00,C12M29/04; C12M29/18,WO-2025141180-A1,in,CM,Bioprocess design,Meat,NA,NA
8,WO-2025141177-A1,EP2024/088597,89620211,RECYCLING MEDIA IN SUSPENDED FLUID BED REACTOR,"The invention relates to a cell culture system (1) comprising: A bioreactor (100), comprising a vessel (110) and a recycling outlet (120), said recycling outlet (120) being positioned in the vessel (110) so as to be able to extract, from the vessel (110), a multiphase flow comprising a liquid phase and a gas phase; a separator (300) receiving the multiphase flow, said separator (300) being configured to accommodate and maintain a multiphasic system, comprising both the liquid phase and the gas phase; and a recycled media transfer line (220) adapted for routing of at least a portion of the liquid phase from the separator (300) to the bioreactor (100). The invention also relates to a cell culture method (1000) using a cell culture system (1) of the invention and cell biomass obtained thereof.",NA,NA,2025-07-03,2025,2024-12-27,2024,2026-06-28,2026,2023-12-28,2023,Application,Pending,A1,WO,DE JONGH NICOLAAS WILLEM,Supreme,Supreme,NA,NA,NA,France,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/WO-2025141177-A1,40 Engineering; 51 Physical Sciences; 5103 Classical Physics,Biotechnology,NA,NA,NA,NA,NA,NA,C12M1/00,C12M29/04; C12M29/20; C12M29/24; C12M29/18,WO-2025141177-A1,in,CM,Bioprocess design,Meat,NA,NA
23,EP-4588353-A1,EP24152462.8,89620656,PROCESS FOR THE PRODUCTION OF CAROB POWDER,"The present invention relates to a method for the preparation of a carob powder, in particular a carob powder with a low content of butanoic acid, which can be used as base ingredient characterized by a color, sensory profile, and volatile compounds similar to cocoa powder. Furthermore, the present invention relates to a carob powder characterized by a low content of caffeine and theobromine, plant-based, allergen-free, high in fiber, and low in fat. Moreover, the present invention relates to the use of the carob powder for replacing up to 100% of powdered roasted cocoa and in products based on or containing chocolate and in various forms (powder, liquid, solid).",NA,NA,2025-07-23,2025,2024-01-17,2024,NA,NA,2024-01-17,2024,Application,Pending,A1,EP,BOTTIROLI RICCARDO; BROCHETTA MASSIMO,Foreverland Food Srl,Foreverland Food Srl,NA,NA,NA,Italy,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-4588353-A1,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences",Dietary Supplements,NA,NA,NA,NA,NA,NA,A23L19/00; A23G1/34,A23L19/01; A23G1/34,EP-4588353-A1,out,NA,NA,NA,NA,NA
51,EP-4588999-A1,EP24152625.0,89661213,A MEAT CULTURE CONSTRUCT FOR A MEAT CULTURE BIOREACTOR MODULE,"A meat culture construct for a meat culture bioreactor module (102) that is attachable to a meat culturing system (100). The meat culture bioreactor module (102) has a housing (108) adapted to receive the meat culture construct for culturing cells on the meat culture construct within the housing. The meat culture construct comprises a plurality of fibres (120) and an end support (126). The plurality of fibres (120) have external surfaces for cell adhesion and culturing, and ends embedded within the end support (126) and extending from the end support (126) such they extend into the housing (108) when the meat culture construct is received in the housing of the meat culture bioreactor module (102). At a plane coincident with the end support (126) the plurality of fibres (120) are arranged in a fibre distribution defining an envelope. The fibre distribution comprises a Fibre Distribution Parameter, FDP, of between 9 cm3 and 24 cm3, the FDP being the product of the sum of the circumferences of the plurality of fibres within the envelope and the area within the envelope not occupied by the plurality of fibres.",NA,NA,2025-07-23,2025,2024-01-18,2024,NA,NA,2024-01-18,2024,Application,Pending,A1,EP,ARGYLE IAIN; ELLIS MARIANNE; ALLAN SCOTT; DUNSFORD ILLTUD; SOMERVILLE-ROBERTS NIGEL,Cellular Agriculture Ltd,Cellular Agriculture Ltd,grid.572622.6,NA,NA,United Kingdom,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-4588999-A1,"30 Agricultural, Veterinary and Food Sciences; 3003 Animal Production; 31 Biological Sciences",NA,NA,NA,NA,NA,NA,NA,C12M3/00; C12M1/12; C12M3/06,C12M23/44; C12M27/14; C12M25/10; C12M21/08,EP-4588999-A1,in,CM,Bioprocess design,Meat,NA,NA
218,GB-202417678-D0,GB202417678A,89661213,Food product cell culture construct,NA,NA,NA,2025-01-15,2025,2024-12-02,2024,NA,NA,2024-01-18,2024,Application,Ceased,D0,GB,NA,Cellular Agriculture Ltd,Cellular Agriculture Ltd,grid.572622.6,NA,NA,United Kingdom,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/GB-202417678-D0,NA,NA,NA,NA,NA,NA,NA,NA,NA,C12M27/14; C12M23/44; C12M21/08; C12M25/10,GB-202417678-D0,in,CM,Bioprocess design,Meat,NA,NA
47,FR-3150932-A1,FR2307480,89661571,“Process for texturizing proteins as alternatives to animal proteins”,"A method of producing or transforming a protein medium, of plant, dairy, animal or microbial origin, characterized in that during one or more of the phases occurring during the production or transformation process in question, the state of the sulfur thiol groups of the medium is controlled or modified by injecting a chosen gas or gas mixture, the reducing or oxidizing nature of which allows a given action to be obtained on said groups. Abstract figure: Fig. 1",NA,NA,2025-01-17,2025,2023-07-12,2023,NA,NA,2023-07-12,2023,Application,Pending,A1,FR,IBARRA DOMINIQUE; AVILES CARLOS,Air Liquide SA; LAir Liquide SA pour lEtude et lExploitation des Procedes Georges Claude,Air Liquide SA; LAir Liquide SA pour lEtude et lExploitation des Procedes Georges Claude,grid.423839.7; grid.789912.c,Paris; PARIS,NA,France,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/FR-3150932-A1,"30 Agricultural, Veterinary and Food Sciences; 3003 Animal Production; 31 Biological Sciences",NA,NA,NA,NA,NA,NA,NA,A23J1/00; B01J3/00,A23J3/22; B33Y70/00; B33Y10/00; A23J3/00,FR-3150932-A1,in,PB,Texturization methods,Meat,NA,NA
49,WO-2025012070-A1,EP2024/068839,89661571,METHOD FOR TEXTURISING PROTEINS WHICH ARE ALTERNATIVES TO ANIMAL PROTEINS,"The invention relates to a method for producing or transforming a protein-containing medium, of plant, dairy, animal or microbial origin, characterised in that, during one or more of the phases involved in the production or transformation process in question, the state of the sulfur-containing thiol groups of the medium is controlled or modified by injecting a selected gas or gas mixture having a reducing or oxidising nature that makes it possible to achieve a given action on the groups.",NA,NA,2025-01-16,2025,2024-07-04,2024,2026-01-12,2026,2023-07-12,2023,Application,Pending,A1,WO,IBARRA DOMINIQUE; AVILES CARLOS,Air Liquide SA; LAir Liquide SA pour lEtude et lExploitation des Procedes Georges Claude,Air Liquide SA; LAir Liquide SA pour lEtude et lExploitation des Procedes Georges Claude,grid.423839.7; grid.789912.c,PARIS; Paris,NA,France,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/WO-2025012070-A1,"30 Agricultural, Veterinary and Food Sciences; 3003 Animal Production; 31 Biological Sciences",NA,NA,NA,NA,NA,NA,NA,A23J3/00; A23J3/22; B33Y70/00; B33Y10/00,B33Y70/00; B33Y10/00; A23J3/00; A23J3/22,WO-2025012070-A1,in,PB,Texturization methods,Meat,NA,NA
